dt,U_dN
0,0
0.01,0.0001599
0.02,0.000639088
0.03,0.00143603
0.04,0.00254818
0.05,0.00397198
0.06,0.00570289
0.07,0.00773539
0.08,0.010063
0.09,0.0126784
0.1,0.0155732
0.11,0.0187384
0.12,0.022164
0.13,0.0258393
0.14,0.0297527
0.15,0.0338923
0.16,0.0382452
0.17,0.0427982
0.18,0.0475373
0.19,0.0524483
0.2,0.0575164
0.21,0.0627268
0.22,0.068064
0.23,0.0735126
0.24,0.0790571
0.25,0.0846817
0.26,0.0903708
0.27,0.0961088
0.28,0.10188
0.29,0.10767
0.3,0.113464
0.31,0.119246
0.32,0.125003
0.33,0.130721
0.34,0.136388
0.35,0.14199
0.36,0.147517
0.37,0.152956
0.38,0.158299
0.39,0.163536
0.4,0.168658
0.41,0.173658
0.42,0.17853
0.43,0.183268
0.44,0.187868
0.45,0.192327
0.46,0.196644
0.47,0.200817
0.48,0.204846
0.49,0.208735
0.5,0.212485
0.51,0.2161
0.52,0.219587
0.53,0.222952
0.54,0.226203
0.55,0.229349
0.56,0.2324
0.57,0.235369
0.58,0.238268
0.59,0.241111
0.6,0.243913
0.61,0.246691
0.62,0.249462
0.63,0.252244
0.64,0.255058
0.65,0.257922
0.66,0.260858
0.67,0.263889
0.68,0.267036
0.69,0.270324
0.7,0.273776
0.71,0.277418
0.72,0.281273
0.73,0.285368
0.74,0.289729
0.75,0.294381
0.76,0.299352
0.77,0.304667
0.78,0.310353
0.79,0.316436
0.8,0.322943
0.81,0.3299
0.82,0.337332
0.83,0.345266
0.84,0.353726
0.85,0.362736
0.86,0.372321
0.87,0.382504
0.88,0.393307
0.89,0.404753
0.9,0.416861
0.91,0.429652
0.92,0.443146
0.93,0.457358
0.94,0.472307
0.95,0.488009
0.96,0.504476
0.97,0.521723
0.98,0.539761
0.99,0.558601
1,0.578252
1.01,0.598722
1.02,0.620016
1.03,0.64214
1.04,0.665097
1.05,0.688889
1.06,0.713517
1.07,0.738979
1.08,0.765272
1.09,0.792394
1.1,0.820338
1.11,0.849097
1.12,0.878662
1.13,0.909025
1.14,0.940174
1.15,0.972097
1.16,1.00478
1.17,1.0382
1.18,1.07236
1.19,1.10722
1.2,1.14278
1.21,1.179
1.22,1.21588
1.23,1.25339
1.24,1.2915
1.25,1.33019
1.26,1.36944
1.27,1.40922
1.28,1.44951
1.29,1.49027
1.3,1.53149
1.31,1.57313
1.32,1.61516
1.33,1.65756
1.34,1.7003
1.35,1.74334
1.36,1.78666
1.37,1.83023
